gtin;sku;stock
;MSV3256-37-NERO;0
;MSV3256-38-GHIACCIO;0
;MSV3256-38-NERO;0
;MSV3256-39-NERO;0
;"MSV3257-35- BIANCO";0
;MSV3257-35-GRANO;0
;MSV3257-35-ROSSO;0
;"MSV3257-36- BIANCO";0
;MSV3257-36-GRANO;0
;MSV3257-36-ROSSO;0
;"MSV3257-37- BIANCO";0
;MSV3257-37-GRANO;0
;MSV3257-37-ROSSO;0
;"MSV3257-38- BIANCO";0
;MSV3257-38-GRANO;0
;MSV3257-38-ROSSO;0
;"MSV3257-39- BIANCO";0
;MSV3257-39-GRANO;0
;MSV3257-39-ROSSO;0
;"MSV3257-40- BIANCO";0
;MSV3257-40-GRANO;0
;MSV3257-40-ROSSO;0
;"MSV3257-41- BIANCO";0
;MSV3257-41-GRANO;0
;MSV3257-41-ROSSO;0
;MSV3280-35-NERO;0
;MSV3280-35-NUDE;0
;MSV3280-36-NERO;0
;MSV3280-36-NUDE;0
;MSV3280-37-NERO;0
;MSV3280-37-NUDE;0
;MSV3280-38-NERO;0
;MSV3280-38-NUDE;0
;MSV3280-39-NERO;0
;MSV3280-39-NUDE;0
;MSV3280-40-NUDE;0
;MSV3280-41-NUDE;0
;MSV3281-35-BLU;0
;MSV3281-35-ROSSO;0
;MSV3281-36-BLU;0
;MSV3281-36-ROSSO;0
;MSV3281-37-BLU;0
;MSV3281-37-ROSSO;0
;MSV3281-38-BLU;0
;MSV3281-38-ROSSO;0
;MSV3281-39-BLU;0
;MSV3281-39-ROSSO;0
;MSV3281-40-BLU;0
;MSV3281-40-ROSSO;0
;MSV3281-41-BLU;0
;MSV3281-41-ROSSO;0
;MSV3283-35-CUOIO;0
;MSV3283-36-CUOIO;0
;MSV3283-36-NERO;0
;MSV3283-37-CUOIO;0
;MSV3283-37-NERO;0
;MSV3283-38-CUOIO;0
;MSV3283-38-NERO;0
;MSV3283-39-CUOIO;0
;MSV3283-39-NERO;0
;MSV3283-40-CUOIO;0
;MSV3283-41-CUOIO;0
;MSV3284-35-CUOIO;0
;MSV3284-35-ROSSO;0
;MSV3284-36-CUOIO;0
;MSV3284-36-ROSSO;0
;MSV3284-37-CUOIO;0
;MSV3284-38-CUOIO;0
;MSV3284-38-ROSSO;0
;MSV3284-39-CUOIO;0
;MSV3284-39-ROSSO;0
;MSV3284-40-CUOIO;0
;MSV3284-40-ROSSO;0
;MSV3284-41-CUOIO;0
;MSV3284-41-ROSSO;0
;MSV3286-35-ROSSO;0
;MSV3286-36-GHIACCIO;0
;MSV3286-36-NERO;0
;MSV3286-36-ROSSO;0
;MSV3286-37-GHIACCIO;0
;MSV3286-37-NERO;0
;MSV3286-37-ROSSO;0
;MSV3286-38-GHIACCIO;0
;MSV3286-38-NERO;0
;MSV3286-38-ROSSO;0
;MSV3286-39-GHIACCIO;0
;MSV3286-39-NERO;0
;MSV3286-39-ROSSO;0
;MSV3286-40-GHIACCIO;0
;MSV3286-40-NERO;0
;MSV3286-40-ROSSO;0
;MSV3286-41-ROSSO;0
;MSV3290-35-CUOIO;0
;MSV3290-35-NERO;0
;MSV3290-36-CUOIO;0
;MSV3290-36-NERO;0
;MSV3290-37-CUOIO;0
;MSV3290-37-NERO;0
;MSV3290-38-CUOIO;0
;MSV3290-38-NERO;0
;MSV3290-39-CUOIO;0
;MSV3290-39-NERO;0
;MSV3290-40-CUOIO;0
;MSV3290-40-NERO;0
;MSV3293-35-NERO;0
;MSV3293-36-NERO;0
;MSV3293-37-NERO;0
;MSV3293-38-NERO;0
;MSV3293-39-CUOIO;0
;MSV3293-39-NERO;0
;MSV3293-40-CUOIO;0
;MSV3294-35-BLU;0
;MSV3294-35-GHIACCIO;0
;MSV3294-36-BLU;0
;MSV3294-36-GHIACCIO;0
;MSV3294-37-BLU;0
;MSV3294-37-GHIACCIO;0
;MSV3294-38-BLU;0
;MSV3294-38-GHIACCIO;0
;MSV3294-39-BLU;0
;MSV3294-39-GHIACCIO;0
;MSV3294-40-BLU;0
;MSV3294-40-GHIACCIO;0
;MSV3294-41-BLU;0
;MSV3294-41-GHIACCIO;0
;MSV3295--36-GHIACCIO;0
;MSV3295--37-GHIACCIO;0
;MSV3295--39-GHIACCIO;0
;MSV3295-36-ROSSO;0
;MSV3295-37-ROSSO;0
;MSV3295-38-GHIACCIO;0
;MSV3295-38-ROSSO;0
;MSV3295-39-ROSSO;0
;MSV3295-40-ROSSO;0
;MSV3295-41-GHIACCIO;0
;MSV5269-40-NERO;0
;MSV5269-41-NERO;0
;MSV5425-37-NERO;0
;MSV7340-35-NERO;0
;MSV7344-35-T.MORO;0
;MSV7344-37-T.MORO;0
;MSV7344-38-T.MORO;0
;OBC1920-36-GRIGIO;0
;OBC1920-36-NERO;0
;OBC1920-37-GRIGIO;0
;OBC1920-37-NERO;0
;OBC1920-38-GRIGIO;0
;OBC1920-38-NERO;0
;OBC1920-39-GRIGIO;0
;OBC1920-39-NERO;0
;OBC1920-40-GRIGIO;0
;OBC1920-40-NERO;0
;OBC1920-41-GRIGIO;0
;OBC1920-41-NERO;0
;ORM12-37-ORO;0
;ORM12-38-ORO;0
;PRF1011-35-NERO;0
;PRF1011-36-NERO;0
;PRF1011-37-NERO;0
;PRF1011-38-NERO;0
;PRF1011-39-NERO;0
;PRF1011-40-NERO;0
;PRF1094-37-NERO;0
;PRF1841-37-NERO;0
;PRF5184-37-NERO;0
;PRF5184-38-NERO;0
;PRF5186-37-NERO;0
;PRF5186-38-NERO;0
;PRF5230-35-NERO;0
;PRF5230-36-NERO;0
;PRF5230-39-NERO;0
;PRF5240-39-NERO;0
;PRF5270-35-NERO;0
;PRF5270-37-NERO;0
;PRF5270-38-NERO;0
;PRF5270-39-NERO;0
;PRF5270-40-NERO;0
;PRF5270-41-NERO;0
;PRF5290-38-NERO;0
;PRF5291-35-NERO;0
;PRF5291-36-NERO;0
;PRF5291-37-NERO;0
;PRF5291-38-NERO;0
;PRF5291-40-NERO;0
;PRF5295-37-NERO;0
;PRF5296-37-NERO;0
;PRF5400-37-NERO;0
;PRF5402-37-NERO;0
;PRF5405-37-NERO;0
;PRF5406-37-NERO;0
;PRF7252-40-NERO;0
;PRF7253-35-NERO;0
;PRF7253-38-BLU;0
;PRF7254-35-NERO;0
;PRF7254-37-NERO;0
;PRF7255-36-NERO;0
;PRF7290-35-NERO;0
;PRF7290-36-NERO;0
;PRF7290-37-NERO;0
;PRF7290-38-NERO;0
;PRF7296-39-NERO;0
;PRF7296-41-NERO;0
;PRF7297-39-NERO;0
;PRF7302-35-NERO;0
;PRF7302-38-ARGENTO;0
;PRF7310-38-NERO;0
;PRF8044-42-NERO;0
;SGI6522-37-BLU;0
;SGI6522-38-BLU;0
;SGI6522-39-BLU;0
;SGI6522-39-CAMMELLO;0
;SGI6522-41-CAMMELLO;0
;SGI6522-37-JEANS;0
;SGI6524-36-ARGENTO;0
;SGI6524-36-NUDE;0
;SGI6524-39-ARGENTO;0
;SGI6524-39-NUDE;0
;SGI6524-40-ARGENTO;0
;SGI6524-40-NUDE;0
;SGI6525-37-MARRONE;0
;SGI6525-40-BEIGE;0
;SGI6525-40-MARRONE;0
;SGI6525-41-BEIGE;0
;SGI6525-36-TAUPE;0
;SGI670-39-BEIGE;0
;SGI670-39-NUDE;0
;"SGI670-40 NUDE";0
;SGI670-41-BEIGE;0
;SGI670-41-NUDE;0
;"SGI671-36- BIANCO";0
;SGI671-37-BIANCO;0
;SGI671-37-NERO;0
;SGI671-38-NERO;0
;SGI671-39-NERO;0
;SGI671-41-BIANCO;0
;SGI8521-36-NUDE;0
;SGI8521-37-NUDE;0
;SGI8521-38-NUDE;0
;SGI8521-41-NUDE;0
;SGI8530-36-ARGENTO;0
;SGI8530-36-NUDE;0
;SGI8530-37-ARGENTO;0
;SGI8530-37-NUDE;0
;SGI8530-39-ARGENTO;0
;SGI8530-40-ARGENTO;0
;SGI8530-40-NUDE;0
;SGI8530-41-NUDE;0
;SGI8950-37-NUDE;0
;SGI8950-39-NUDE;0
;SGI8950-40-NUDE;0
;SGI8950-38-NUDE;0
;SGI8950-41-NERO;0
;SGI8951-39-NUDE;0
;SGI8951-40-NUDE;0
;SGI8951-41-NUDE;0
;SGI8951-38-NUDE;0
;SGI8951-41-BEIGE;0
;SJS5264-35-NERO;0
;SJS5264-37-NERO;0
;"TELO MARE FUXIA";0
;"TELO MARE NAVY";0
;"TELO MARE-TURCHESE";0
;TELOMARE-LIME;0
;TWIST-35-PIOMBO;0
;TWIST-36-PIOMBO;0
;TWIST-37-PIOMBO;0
;TWIST-38-PIOMBO;0
;TWIST-39-PIOMBO;0
;TWIST-40-PIOMBO;0
;TWIST-41-PIOMBO;0
;U52T5CC1303-41-WHITE-GRIGIO;0
;U52T5CC1303-42-WHITE-GRIGIO;0
;U52T5CC1303-43-WHITE-GRIGIO;0
;U52T5CC1303-44-WHITE-GRIGIO;0
;U620QBC1006-40-GRIGIO;0
;U620QBC1006-41-GRIGIO;0
;U620QBC1006-42-GRIGIO;0
;U620QBC1006-43-GRIGIO;0
;U620QBC1006-44-GRIGIO;0
;U620QBC1006-45-GRIGIO;0
;U620QBC1006-46-GRIGIO;0
;U62D7FC0820-39-NAVY-ORANGE;0
;U62D7FC0820-41-NAVY-ORANGE;0
;U62D7FC0820-42-NAVY-ORANGE;0
;U62D7FC0820-43-NAVY-ORANGE;0
;U62D7FC0820-44-NAVY-ORANGE;0
;U62D7FC0820-45-NAVY-ORANGE;0
;"U64W1FC7357-39-DK. BURGUNDY";0
;"U64W1FC7357-40-DK. BURGUNDY";0
;"U64W1FC7357-41-DK. BURGUNDY";0
;"U64W1FC7357-42-DK. BURGUNDY";0
;"U64W1FC7357-43-DK. BURGUNDY";0
;"U64W1FC7357-44-DK. BURGUNDY";0
;"U64W1FC7357-45-DK. BURGUNDY";0
;"U64W1FC7357-46-DK. BURGUNDY";0
;"U743RAC9002-39-DK. GREY";0
;"U743RAC9002-40-DK. GREY";0
;"U743RAC9002-41-DK. GREY";0
;"U743RAC9002-42-DK. GREY";0
;"U743RAC9002-43-DK. GREY";0
;"U743RAC9002-44-DK. GREY";0
;"U743RAC9002-45-DK. GREY";0
;"U743RAC9002-46-DK. GREY";0
;U823FDC4002-41-NAVY;0
;U823FDC4002-42-NAVY;0
;U823FDC4002-43-NAVY;0
;U823FDC4002-44-NAVY;0
;U823FDC4002-45-NAVY;0
;U823FDC4002-46-NAVY;0
;U923FCC9004-39-ANTRACITE;0
;U923FCC9004-40-ANTRACITE;0
;U923FCC9004-41-ANTRACITE;0
;U923FCC9004-42-ANTRACITE;0
;U923FCC9004-44-ANTRACITE;0
;U923FCC9004-45-ANTRACITE;0
;U923FCC9004-46-ANTRACITE;0
;U923GBC1003-39-ICE;0
;U923GBC1003-41-ICE;0
;U923GBC1003-42-ICE;0
;U923GBC1003-43-ICE;0
;U923GBC1003-44-ICE;0
;U923GBC1003-45-ICE;0
;"UBIK71016-L-FEDERAL BLUE-ORANGE";0
;UBIK71016-L-NERO-YELLOW;0
;"UBIK71016-M-FEDERAL BLUE-ORANGE";0
;UBIK71016-M-NERO-YELLOW;0
;"UBIK71016-XL-FEDERAL BLUE-ORANGE";0
;UBIK71016-XL-NERO-YELLOW;0
;"UBIK71016-XXL-FEDERAL BLUE-ORANGE";0
;UBIK71016-XXL-NERO-YELLOW;0
;"UBIK71022-L-FEDERAL  BLUE";0
;UBIK71022-L-NERO;0
;"UBIK71022-M-FEDERAL  BLUE";0
;UBIK71022-M-NERO;0
;"UBIK71022-XL-FEDERAL  BLUE";0
;UBIK71022-XL-NERO;0
;"UBIK71022-XXL-FEDERAL  BLUE";0
;UBIK71022-XXL-NERO;0
;"UBK71016-L- MILITARY";0
;"UBK71016-L-HORIZON BLUE";0
;UBK71016-L-NAVY-RED;0
;"UBK71016-M- MILITARY";0
;"UBK71016-M-HORIZON BLUE";0
;"UBK71016B-L-BLU NAVY";0
;"UBK71016B-XXL-BLU NAVY";0
;"UBK71022-L-FEDERAL BLU";0
;UBK71022-L-NAVY-YELLOW;0
;"UIB05026G3-L-THREE PACK";0
;"UIB05029G3-L-THREE PACK";0
;"UPJ10009S-L-FEDERAL BLUE";0
;UPJ10011S-L-GRIGIO;0
;"UPJ300013S-L-GREY MEL.-NERO";0
;UPJ3008S-L-NAVY-GRIGIO;0
;UPJ96220-L-IRIS;0
;UPJ96220S-L-IRIS;0
;UPJ96220S-L-LOTUS;0
;UPJ96226S-L-BLU;0
;UPJ96226S-L-GRIGIO;0
;VERACRUZ-35-NOCCIOLA;0
;WILDE-35-NERO;0
;"WILDE-35-TESTA DI MORO";0
;MSV7336-36-NERO;0
;MSV7336-37-MARRONE;0
;IGS3352-35-NUDE;0
;MSV7825-40-NERO;0
;STIVALE-37-NERO;0
;PRF5815-37-NERO;0
