C01-EAN;C03-COM_REF;C04-PHYS_REF;C05-GLOBAL_BRAND;C06-COLOR;C07-NAME;C08-DESCRIPTION;C09-COMPOSITION_MATERIAL;C10-PRODUCT_DIMENSIONS;C16-PRODUCT_TEMPLATE;C17-GENDER;C18-SIZE;C19-SEC_ATT;C20-WEB_SIZE;C21-RRP_WO_VAT;C21-RRP_WITH_VAT;C22-IMAGE_1;C23-IMAGE_2;C24-IMAGE_3;C25-IMAGE_4;C26-IMAGE_5;"special price"
;126611-38-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;http://outlet.test3d0.it/img/10171/or/126611ne.jpg;http://outlet.test3d0.it/img/10172/or/126611ne-1.jpg;http://outlet.test3d0.it/img/10173/or/126611ne-2.jpg;http://outlet.test3d0.it/img/10174/or/126611ne-3.jpg;;45.018
;126611-38-NUDE;;"LE MATTO";Beige;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;90;109.8;;;;;;45.018
;126611-39-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;http://outlet.test3d0.it/img/10175/or/126611ne.jpg;http://outlet.test3d0.it/img/10176/or/126611ne-1.jpg;http://outlet.test3d0.it/img/10177/or/126611ne-2.jpg;http://outlet.test3d0.it/img/10178/or/126611ne-3.jpg;;45.018
;126611-39-NUDE;;"LE MATTO";Beige;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;90;109.8;;;;;;45.018
;126611-40-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;http://outlet.test3d0.it/img/10179/or/126611ne.jpg;http://outlet.test3d0.it/img/10180/or/126611ne-1.jpg;http://outlet.test3d0.it/img/10181/or/126611ne-2.jpg;http://outlet.test3d0.it/img/10182/or/126611ne-3.jpg;;45.018
;126611-40-NUDE;;"LE MATTO";Beige;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;90;109.8;;;;;;45.018
;126611-41-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;http://outlet.test3d0.it/img/10183/or/126611ne.jpg;http://outlet.test3d0.it/img/10184/or/126611ne-1.jpg;http://outlet.test3d0.it/img/10185/or/126611ne-2.jpg;http://outlet.test3d0.it/img/10186/or/126611ne-3.jpg;;45.018
;126611-41-NUDE;;"LE MATTO";Beige;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;90;109.8;;;;;;45.018
;4324-35-PORPORA;;LEMATTO;Argento;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;89;108.58;http://outlet.test3d0.it/img/9511/or/4324ro.jpg;http://outlet.test3d0.it/img/9512/or/4324ro-1.jpg;http://outlet.test3d0.it/img/9513/or/4324ro-2.jpg;http://outlet.test3d0.it/img/9514/or/4324ro-3.jpg;;55.3758
;4324-36-PORPORA;;LEMATTO;Argento;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;89;108.58;http://outlet.test3d0.it/img/9515/or/4324ro.jpg;http://outlet.test3d0.it/img/9516/or/4324ro-1.jpg;http://outlet.test3d0.it/img/9517/or/4324ro-2.jpg;http://outlet.test3d0.it/img/9518/or/4324ro-3.jpg;;55.3758
;4324-37-PORPORA;;LEMATTO;Argento;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;89;108.58;http://outlet.test3d0.it/img/9519/or/4324ro.jpg;http://outlet.test3d0.it/img/9520/or/4324ro-1.jpg;http://outlet.test3d0.it/img/9521/or/4324ro-2.jpg;http://outlet.test3d0.it/img/9522/or/4324ro-3.jpg;;55.3758
;4324-38-PORPORA;;LEMATTO;Argento;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;89;108.58;http://outlet.test3d0.it/img/9523/or/4324ro.jpg;http://outlet.test3d0.it/img/9524/or/4324ro-1.jpg;http://outlet.test3d0.it/img/9525/or/4324ro-2.jpg;http://outlet.test3d0.it/img/9526/or/4324ro-3.jpg;;55.3758
;4324-39-PORPORA;;LEMATTO;Argento;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;89;108.58;http://outlet.test3d0.it/img/9527/or/4324ro.jpg;http://outlet.test3d0.it/img/9528/or/4324ro-1.jpg;http://outlet.test3d0.it/img/9529/or/4324ro-2.jpg;http://outlet.test3d0.it/img/9530/or/4324ro-3.jpg;;55.3758
;4324-40-PORPORA;;LEMATTO;Argento;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;89;108.58;http://outlet.test3d0.it/img/9531/or/4324ro.jpg;http://outlet.test3d0.it/img/9532/or/4324ro-1.jpg;http://outlet.test3d0.it/img/9533/or/4324ro-2.jpg;http://outlet.test3d0.it/img/9534/or/4324ro-3.jpg;;55.3758
;4324-41-PORPORA;;LEMATTO;Argento;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;89;108.58;http://outlet.test3d0.it/img/9535/or/4324ro.jpg;http://outlet.test3d0.it/img/9536/or/4324ro-1.jpg;http://outlet.test3d0.it/img/9537/or/4324ro-2.jpg;http://outlet.test3d0.it/img/9538/or/4324ro-3.jpg;;55.3758
;4324Z-36-BLU-BEIGE-ROSSO;;LEMATTO;Arancione;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;89;108.58;http://outlet.test3d0.it/img/9543/or/4324zblubeiro.jpg;http://outlet.test3d0.it/img/9544/or/4324zblubeiro-1.jpg;http://outlet.test3d0.it/img/9545/or/4324zblubeiro-3.jpg;http://outlet.test3d0.it/img/9546/or/4324zblubeiro-4.jpg;;55.3758
;4324Z-37-BLU-BEIGE-ROSSO;;LEMATTO;Arancione;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;89;108.58;http://outlet.test3d0.it/img/9547/or/4324zblubeiro.jpg;http://outlet.test3d0.it/img/9548/or/4324zblubeiro-1.jpg;http://outlet.test3d0.it/img/9549/or/4324zblubeiro-3.jpg;http://outlet.test3d0.it/img/9550/or/4324zblubeiro-4.jpg;;55.3758
;4324Z-39-BLU-BEIGE-ROSSO;;LEMATTO;Arancione;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;89;108.58;http://outlet.test3d0.it/img/9551/or/4324zblubeiro.jpg;http://outlet.test3d0.it/img/9552/or/4324zblubeiro-1.jpg;http://outlet.test3d0.it/img/9553/or/4324zblubeiro-3.jpg;http://outlet.test3d0.it/img/9554/or/4324zblubeiro-4.jpg;;55.3758
;4324Z-40-BLU-BEIGE-ROSSO;;LEMATTO;Arancione;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;89;108.58;http://outlet.test3d0.it/img/9555/or/4324zblubeiro.jpg;http://outlet.test3d0.it/img/9556/or/4324zblubeiro-1.jpg;http://outlet.test3d0.it/img/9557/or/4324zblubeiro-3.jpg;http://outlet.test3d0.it/img/9558/or/4324zblubeiro-4.jpg;;55.3758
;4392-35-NUDE;;"LE MATTO";Beige;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;69;84.18;http://outlet.test3d0.it/img/9563/or/4392nu.jpg;http://outlet.test3d0.it/img/9564/or/4392nu-1.jpg;http://outlet.test3d0.it/img/9565/or/4392nu-2.jpg;http://outlet.test3d0.it/img/9566/or/4392nu-3.jpg;;42.9318
;4392-36-NUDE;;"LE MATTO";Beige;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;70;85.4;http://outlet.test3d0.it/img/10111/or/126497gia.jpg;http://outlet.test3d0.it/img/10112/or/126497gia-1.jpg;;;;43.554
;4392-37-NUDE;;"LE MATTO";Beige;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;71;86.62;http://outlet.test3d0.it/img/10113/or/126497gia.jpg;http://outlet.test3d0.it/img/10114/or/126497gia-1.jpg;;;;44.1762
;4392-38-NUDE;;"LE MATTO";Beige;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;72;87.84;http://outlet.test3d0.it/img/10115/or/126497gia.jpg;http://outlet.test3d0.it/img/10116/or/126497gia-1.jpg;;;;44.7984
;4392-39-NUDE;;"LE MATTO";Beige;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;73;89.06;http://outlet.test3d0.it/img/10117/or/126497gia.jpg;http://outlet.test3d0.it/img/10118/or/126497gia-1.jpg;;;;45.4206
;4392-40-NUDE;;"LE MATTO";Beige;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;74;90.28;http://outlet.test3d0.it/img/10119/or/126497gia.jpg;http://outlet.test3d0.it/img/10120/or/126497gia-1.jpg;;;;46.0428
;4392-41-NUDE;;"LE MATTO";Beige;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;75;91.5;http://outlet.test3d0.it/img/10121/or/126497gia.jpg;http://outlet.test3d0.it/img/10122/or/126497gia-1.jpg;;;;46.665
;4540-35-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;89;108.58;http://outlet.test3d0.it/img/9571/or/4540ne.jpg;http://outlet.test3d0.it/img/9572/or/4540ne-1.jpg;http://outlet.test3d0.it/img/9573/or/4540ne-2.jpg;http://outlet.test3d0.it/img/9574/or/4540ne-3.jpg;;55.3758
;4540-35-TAN;;"LE MATTO";MARRONE;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;89;108.58;;;;;;55.3758
;4540-36-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;89;108.58;http://outlet.test3d0.it/img/9575/or/4540ne.jpg;http://outlet.test3d0.it/img/9576/or/4540ne-1.jpg;http://outlet.test3d0.it/img/9577/or/4540ne-2.jpg;http://outlet.test3d0.it/img/9578/or/4540ne-3.jpg;;55.3758
;4540-37-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;89;108.58;http://outlet.test3d0.it/img/9579/or/4540ne.jpg;http://outlet.test3d0.it/img/9580/or/4540ne-1.jpg;http://outlet.test3d0.it/img/9581/or/4540ne-2.jpg;http://outlet.test3d0.it/img/9582/or/4540ne-3.jpg;;55.3758
;4540-37-TAN;;"LE MATTO";MARRONE;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;89;108.58;;;;;;55.3758
;4540-38-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;89;108.58;http://outlet.test3d0.it/img/9583/or/4540ne.jpg;http://outlet.test3d0.it/img/9584/or/4540ne-1.jpg;http://outlet.test3d0.it/img/9585/or/4540ne-2.jpg;http://outlet.test3d0.it/img/9586/or/4540ne-3.jpg;;55.3758
;4540-38-TAN;;"LE MATTO";MARRONE;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;89;108.58;;;;;;55.3758
;4540-39-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;89;108.58;http://outlet.test3d0.it/img/9587/or/4540ne.jpg;http://outlet.test3d0.it/img/9588/or/4540ne-1.jpg;http://outlet.test3d0.it/img/9589/or/4540ne-2.jpg;http://outlet.test3d0.it/img/9590/or/4540ne-3.jpg;;55.3758
;4540-40-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;89;108.58;http://outlet.test3d0.it/img/9591/or/4540ne.jpg;http://outlet.test3d0.it/img/9592/or/4540ne-1.jpg;http://outlet.test3d0.it/img/9593/or/4540ne-2.jpg;http://outlet.test3d0.it/img/9594/or/4540ne-3.jpg;;55.3758
;4540-41-NERO;;"LE MATTO";Arancione;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;89;108.58;http://outlet.test3d0.it/img/9595/or/4540ne.jpg;http://outlet.test3d0.it/img/9596/or/4540ne-1.jpg;http://outlet.test3d0.it/img/9597/or/4540ne-2.jpg;http://outlet.test3d0.it/img/9598/or/4540ne-3.jpg;;55.3758
;4540-41-TAN;;"LE MATTO";MARRONE;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;89;108.58;;;;;;55.3758
;MSV3251-35-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;49;59.78;;;;;;36.4658
;MSV3251-35-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;49;59.78;http://outlet.test3d0.it/img/9607/or/msv3251mar.jpg;http://outlet.test3d0.it/img/9608/or/msv3251mar-1.jpg;http://outlet.test3d0.it/img/9609/or/msv3251mar-2.jpg;http://outlet.test3d0.it/img/9610/or/msv3251mar-3.jpg;;36.4658
;MSV3251-35-NERO;;LEMATTO;Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;35;;;49;59.78;http://outlet.test3d0.it/img/9617/or/msv3251ne.jpg;http://outlet.test3d0.it/img/9618/or/msv3251ne-1.jpg;http://outlet.test3d0.it/img/9619/or/msv3251ne-3.jpg;;;36.4658
;MSV3251-36-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;49;59.78;;;;;;36.4658
;MSV3251-36-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;49;59.78;http://outlet.test3d0.it/img/9624/or/msv3251mar.jpg;http://outlet.test3d0.it/img/9625/or/msv3251mar-1.jpg;http://outlet.test3d0.it/img/9626/or/msv3251mar-2.jpg;http://outlet.test3d0.it/img/9627/or/msv3251mar-3.jpg;;36.4658
;MSV3251-36-NERO;;LEMATTO;Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;49;59.78;http://outlet.test3d0.it/img/9631/or/msv3251ne.jpg;http://outlet.test3d0.it/img/9632/or/msv3251ne-1.jpg;http://outlet.test3d0.it/img/9633/or/msv3251ne-3.jpg;;;36.4658
;MSV3251-37-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;49;59.78;;;;;;36.4658
;MSV3251-37-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;49;59.78;http://outlet.test3d0.it/img/9638/or/msv3251mar.jpg;http://outlet.test3d0.it/img/9639/or/msv3251mar-1.jpg;http://outlet.test3d0.it/img/9640/or/msv3251mar-2.jpg;http://outlet.test3d0.it/img/9641/or/msv3251mar-3.jpg;;36.4658
;MSV3251-37-NERO;;LEMATTO;Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;49;59.78;http://outlet.test3d0.it/img/9645/or/msv3251ne.jpg;http://outlet.test3d0.it/img/9646/or/msv3251ne-1.jpg;http://outlet.test3d0.it/img/9647/or/msv3251ne-3.jpg;;;36.4658
;MSV3251-38-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;49;59.78;;;;;;36.4658
;MSV3251-38-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;49;59.78;http://outlet.test3d0.it/img/9652/or/msv3251mar.jpg;http://outlet.test3d0.it/img/9653/or/msv3251mar-1.jpg;http://outlet.test3d0.it/img/9654/or/msv3251mar-2.jpg;http://outlet.test3d0.it/img/9655/or/msv3251mar-3.jpg;;36.4658
;MSV3251-38-NERO;;LEMATTO;Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;49;59.78;http://outlet.test3d0.it/img/9659/or/msv3251ne.jpg;http://outlet.test3d0.it/img/9660/or/msv3251ne-1.jpg;http://outlet.test3d0.it/img/9661/or/msv3251ne-3.jpg;;;36.4658
;MSV3251-39-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;49;59.78;;;;;;36.4658
;MSV3251-39-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;49;59.78;http://outlet.test3d0.it/img/9670/or/msv3251mar.jpg;http://outlet.test3d0.it/img/9671/or/msv3251mar-1.jpg;http://outlet.test3d0.it/img/9672/or/msv3251mar-2.jpg;http://outlet.test3d0.it/img/9673/or/msv3251mar-3.jpg;;36.4658
;MSV3251-39-NERO;;LEMATTO;Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;39;;;49;59.78;http://outlet.test3d0.it/img/9677/or/msv3251ne.jpg;http://outlet.test3d0.it/img/9678/or/msv3251ne-1.jpg;http://outlet.test3d0.it/img/9679/or/msv3251ne-3.jpg;;;36.4658
;MSV3251-40-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;49;59.78;;;;;;36.4658
;MSV3251-40-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;49;59.78;http://outlet.test3d0.it/img/9684/or/msv3251mar.jpg;http://outlet.test3d0.it/img/9685/or/msv3251mar-1.jpg;http://outlet.test3d0.it/img/9686/or/msv3251mar-2.jpg;http://outlet.test3d0.it/img/9687/or/msv3251mar-3.jpg;;36.4658
;MSV3251-40-NERO;;LEMATTO;Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;40;;;49;59.78;http://outlet.test3d0.it/img/9691/or/msv3251ne.jpg;http://outlet.test3d0.it/img/9692/or/msv3251ne-1.jpg;http://outlet.test3d0.it/img/9693/or/msv3251ne-3.jpg;;;36.4658
;MSV3251-41-CUOIO;;LEMATTO;CUOIO;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;49;59.78;;;;;;36.4658
;MSV3251-41-CUOIO;;LEMATTO;MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;41;;;49;59.78;http://outlet.test3d0.it/img/9698/or/msv3251mar.jpg;http://outlet.test3d0.it/img/9699/or/msv3251mar-1.jpg;http://outlet.test3d0.it/img/9700/or/msv3251mar-2.jpg;http://outlet.test3d0.it/img/9701/or/msv3251mar-3.jpg;;36.4658
;MSV3255-36-NERO;;"LE MATTO";Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;49;59.78;http://outlet.test3d0.it/img/10191/or/msv3255ne.jpg;http://outlet.test3d0.it/img/10192/or/msv3255ne-1.jpg;http://outlet.test3d0.it/img/10193/or/msv3255ne-2.jpg;http://outlet.test3d0.it/img/10194/or/msv3255ne-3.jpg;;36.4658
;MSV3255-36-TAN;;"LE MATTO";MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;36;;;49;59.78;http://outlet.test3d0.it/img/9738/or/msv3255mar.jpg;http://outlet.test3d0.it/img/9739/or/msv3255mar-1.jpg;http://outlet.test3d0.it/img/9740/or/msv3255mar-2.jpg;http://outlet.test3d0.it/img/9741/or/msv3255mar-3.jpg;;36.4658
;MSV3255-37-NERO;;"LE MATTO";Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;49;59.78;http://outlet.test3d0.it/img/10195/or/msv3255ne.jpg;http://outlet.test3d0.it/img/10196/or/msv3255ne-1.jpg;http://outlet.test3d0.it/img/10197/or/msv3255ne-2.jpg;http://outlet.test3d0.it/img/10198/or/msv3255ne-3.jpg;;36.4658
;MSV3255-37-TAN;;"LE MATTO";MARRONE;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;37;;;49;59.78;http://outlet.test3d0.it/img/9742/or/msv3255mar.jpg;http://outlet.test3d0.it/img/9743/or/msv3255mar-1.jpg;http://outlet.test3d0.it/img/9744/or/msv3255mar-2.jpg;http://outlet.test3d0.it/img/9745/or/msv3255mar-3.jpg;;36.4658
;MSV3255-38-NERO;;"LE MATTO";Arancione;"SANDALO ALTO DONNA";;"TACCO 7 CM";;"ITALIA>>ABBIGLIAMENTO BOTTOM>>Pantaloni>>Pinocchietto";WOMEN;38;;;49;59.78;http://outlet.test3d0.it/img/10199/or/msv3255ne.jpg;http://outlet.test3d0.it/img/10200/or/msv3255ne-1.jpg;http://outlet.test3d0.it/img/10201/or/msv3255ne-2.jpg;http://outlet.test3d0.it/img/10202/or/msv3255ne-3.jpg;;36.4658
