tax_rate_percentage;description;manufacturer_recommended_price;sku;image_url_1;size;gtin;shoe_size_fr;retail_price_justification;name;morphogender;composition;color_normalized;color;category;model;brand;ankle_boot_type;closure_type;shoe_tip_type;stock;manufacturer_reference;washing_properties;variation_type;selling_price;manufacturing_country;size_country_origin;image_url_5;product_warranty_information;image_url_8;image_url_7;image_url_6;rod_height;image_url_4;image_url_3;image_url_2;size_guide;sales_justification;dimension;collection;calf_size;capacity;heel_height;is_variation
22;"un bel prodotto";59.78;MSV3256-36-GHIACCIO;http://outlet.test3d0.it/img/9726/or/msv3256ice.jpg;36;MSV3256-36-GHIACCIO;c_36;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";GHIACCIO;GHIACCIO;11527;MSV3256-36-GHIACCIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9729/or/msv3256ice-3.jpg;http://outlet.test3d0.it/img/9728/or/msv3256ice-2.jpg;http://outlet.test3d0.it/img/9727/or/msv3256ice-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3256-36-NERO;http://outlet.test3d0.it/img/10215/or/msv3256ne.jpg;36;MSV3256-36-NERO;c_36;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_red;NERO;11527;MSV3256-36-NERO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10218/or/msv3256ne-3.jpg;http://outlet.test3d0.it/img/10217/or/msv3256ne-2.jpg;http://outlet.test3d0.it/img/10216/or/msv3256ne-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3256-37-NERO;http://outlet.test3d0.it/img/10219/or/msv3256ne.jpg;37;MSV3256-37-NERO;c_37.5;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_red;NERO;11527;MSV3256-37-NERO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10222/or/msv3256ne-3.jpg;http://outlet.test3d0.it/img/10221/or/msv3256ne-2.jpg;http://outlet.test3d0.it/img/10220/or/msv3256ne-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3256-38-GHIACCIO;http://outlet.test3d0.it/img/9730/or/msv3256ice.jpg;38;MSV3256-38-GHIACCIO;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";GHIACCIO;GHIACCIO;11527;MSV3256-38-GHIACCIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9733/or/msv3256ice-3.jpg;http://outlet.test3d0.it/img/9732/or/msv3256ice-2.jpg;http://outlet.test3d0.it/img/9731/or/msv3256ice-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3256-38-NERO;http://outlet.test3d0.it/img/10223/or/msv3256ne.jpg;38;MSV3256-38-NERO;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_red;NERO;11527;MSV3256-38-NERO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10226/or/msv3256ne-3.jpg;http://outlet.test3d0.it/img/10225/or/msv3256ne-2.jpg;http://outlet.test3d0.it/img/10224/or/msv3256ne-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3256-39-NERO;http://outlet.test3d0.it/img/10227/or/msv3256ne.jpg;39;MSV3256-39-NERO;c_17;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_red;NERO;11527;MSV3256-39-NERO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10230/or/msv3256ne-3.jpg;http://outlet.test3d0.it/img/10229/or/msv3256ne-2.jpg;http://outlet.test3d0.it/img/10228/or/msv3256ne-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3257-35-GRANO;http://outlet.test3d0.it/img/9762/or/msv3257gia.jpg;35;MSV3257-35-GRANO;c_35;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_blue;GIALLO;11527;MSV3257-35-GRANO;"LE MATTO";;;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9764/or/msv3257gia-3.jpg;http://outlet.test3d0.it/img/9763/or/msv3257gia-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3257-36-GRANO;http://outlet.test3d0.it/img/9765/or/msv3257gia.jpg;36;MSV3257-36-GRANO;c_36;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_blue;GIALLO;11527;MSV3257-36-GRANO;"LE MATTO";;;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9767/or/msv3257gia-3.jpg;http://outlet.test3d0.it/img/9766/or/msv3257gia-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3257-37-GRANO;http://outlet.test3d0.it/img/9768/or/msv3257gia.jpg;37;MSV3257-37-GRANO;c_37.5;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_blue;GIALLO;11527;MSV3257-37-GRANO;"LE MATTO";;;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9770/or/msv3257gia-3.jpg;http://outlet.test3d0.it/img/9769/or/msv3257gia-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3257-38-GRANO;http://outlet.test3d0.it/img/9771/or/msv3257gia.jpg;38;MSV3257-38-GRANO;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_blue;GIALLO;11527;MSV3257-38-GRANO;"LE MATTO";;;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9773/or/msv3257gia-3.jpg;http://outlet.test3d0.it/img/9772/or/msv3257gia-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3257-39-GRANO;http://outlet.test3d0.it/img/9774/or/msv3257gia.jpg;39;MSV3257-39-GRANO;c_17;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_blue;GIALLO;11527;MSV3257-39-GRANO;"LE MATTO";;;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9776/or/msv3257gia-3.jpg;http://outlet.test3d0.it/img/9775/or/msv3257gia-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3257-40-GRANO;http://outlet.test3d0.it/img/9777/or/msv3257gia.jpg;40;MSV3257-40-GRANO;c_21;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_blue;GIALLO;11527;MSV3257-40-GRANO;"LE MATTO";;;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9779/or/msv3257gia-3.jpg;http://outlet.test3d0.it/img/9778/or/msv3257gia-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3257-41-GRANO;http://outlet.test3d0.it/img/9780/or/msv3257gia.jpg;41;MSV3257-41-GRANO;c_19;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_blue;GIALLO;11527;MSV3257-41-GRANO;"LE MATTO";;;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9782/or/msv3257gia-3.jpg;http://outlet.test3d0.it/img/9781/or/msv3257gia-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3280-35-NUDE;http://outlet.test3d0.it/img/9786/or/msv3280nu.jpg;35;MSV3280-35-NUDE;c_35;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"CHANEL TACCO 8 CM";NUDE;NUDE;11527;MSV3280-35-NUDE;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9789/or/msv3280nu-3.jpg;http://outlet.test3d0.it/img/9788/or/msv3280nu-2.jpg;http://outlet.test3d0.it/img/9787/or/msv3280nu-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3280-36-NUDE;http://outlet.test3d0.it/img/9790/or/msv3280nu.jpg;36;MSV3280-36-NUDE;c_36;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"CHANEL TACCO 8 CM";NUDE;NUDE;11527;MSV3280-36-NUDE;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9793/or/msv3280nu-3.jpg;http://outlet.test3d0.it/img/9792/or/msv3280nu-2.jpg;http://outlet.test3d0.it/img/9791/or/msv3280nu-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3280-37-NUDE;http://outlet.test3d0.it/img/9794/or/msv3280nu.jpg;37;MSV3280-37-NUDE;c_37.5;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"CHANEL TACCO 8 CM";NUDE;NUDE;11527;MSV3280-37-NUDE;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9797/or/msv3280nu-3.jpg;http://outlet.test3d0.it/img/9796/or/msv3280nu-2.jpg;http://outlet.test3d0.it/img/9795/or/msv3280nu-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3280-38-NUDE;http://outlet.test3d0.it/img/9798/or/msv3280nu.jpg;38;MSV3280-38-NUDE;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"CHANEL TACCO 8 CM";NUDE;NUDE;11527;MSV3280-38-NUDE;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9801/or/msv3280nu-3.jpg;http://outlet.test3d0.it/img/9800/or/msv3280nu-2.jpg;http://outlet.test3d0.it/img/9799/or/msv3280nu-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3280-39-NUDE;http://outlet.test3d0.it/img/9802/or/msv3280nu.jpg;39;MSV3280-39-NUDE;c_17;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"CHANEL TACCO 8 CM";NUDE;NUDE;11527;MSV3280-39-NUDE;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9805/or/msv3280nu-3.jpg;http://outlet.test3d0.it/img/9804/or/msv3280nu-2.jpg;http://outlet.test3d0.it/img/9803/or/msv3280nu-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3280-40-NUDE;http://outlet.test3d0.it/img/9806/or/msv3280nu.jpg;40;MSV3280-40-NUDE;c_21;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"CHANEL TACCO 8 CM";NUDE;NUDE;11527;MSV3280-40-NUDE;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9809/or/msv3280nu-3.jpg;http://outlet.test3d0.it/img/9808/or/msv3280nu-2.jpg;http://outlet.test3d0.it/img/9807/or/msv3280nu-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3280-41-NUDE;http://outlet.test3d0.it/img/9810/or/msv3280nu.jpg;41;MSV3280-41-NUDE;c_19;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"CHANEL TACCO 8 CM";NUDE;NUDE;11527;MSV3280-41-NUDE;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9813/or/msv3280nu-3.jpg;http://outlet.test3d0.it/img/9812/or/msv3280nu-2.jpg;http://outlet.test3d0.it/img/9811/or/msv3280nu-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3281-35-ROSSO;http://outlet.test3d0.it/img/9818/or/msv3281ro.jpg;35;MSV3281-35-ROSSO;c_35;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3281-35-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9821/or/msv3281ro-3.jpg;http://outlet.test3d0.it/img/9820/or/msv3281ro-2.jpg;http://outlet.test3d0.it/img/9819/or/msv3281ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3281-37-ROSSO;http://outlet.test3d0.it/img/9822/or/msv3281ro.jpg;37;MSV3281-37-ROSSO;c_37.5;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3281-37-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9825/or/msv3281ro-3.jpg;http://outlet.test3d0.it/img/9824/or/msv3281ro-2.jpg;http://outlet.test3d0.it/img/9823/or/msv3281ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3281-38-ROSSO;http://outlet.test3d0.it/img/9826/or/msv3281ro.jpg;38;MSV3281-38-ROSSO;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3281-38-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9829/or/msv3281ro-3.jpg;http://outlet.test3d0.it/img/9828/or/msv3281ro-2.jpg;http://outlet.test3d0.it/img/9827/or/msv3281ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3281-39-ROSSO;http://outlet.test3d0.it/img/9830/or/msv3281ro.jpg;39;MSV3281-39-ROSSO;c_17;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3281-39-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9833/or/msv3281ro-3.jpg;http://outlet.test3d0.it/img/9832/or/msv3281ro-2.jpg;http://outlet.test3d0.it/img/9831/or/msv3281ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3281-40-ROSSO;http://outlet.test3d0.it/img/9834/or/msv3281ro.jpg;40;MSV3281-40-ROSSO;c_21;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3281-40-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9837/or/msv3281ro-3.jpg;http://outlet.test3d0.it/img/9836/or/msv3281ro-2.jpg;http://outlet.test3d0.it/img/9835/or/msv3281ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3281-41-ROSSO;http://outlet.test3d0.it/img/9838/or/msv3281ro.jpg;41;MSV3281-41-ROSSO;c_19;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3281-41-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9841/or/msv3281ro-3.jpg;http://outlet.test3d0.it/img/9840/or/msv3281ro-2.jpg;http://outlet.test3d0.it/img/9839/or/msv3281ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-35-CUOIO;http://outlet.test3d0.it/img/10231/or/msv3283mar.jpg;35;MSV3283-35-CUOIO;c_35;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";CUOIO;CUOIO;11527;MSV3283-35-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10234/or/msv3283mar-3.jpg;http://outlet.test3d0.it/img/10233/or/msv3283mar-2.jpg;http://outlet.test3d0.it/img/10232/or/msv3283mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-36-CUOIO;http://outlet.test3d0.it/img/10235/or/msv3283mar.jpg;36;MSV3283-36-CUOIO;c_36;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";CUOIO;CUOIO;11527;MSV3283-36-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10238/or/msv3283mar-3.jpg;http://outlet.test3d0.it/img/10237/or/msv3283mar-2.jpg;http://outlet.test3d0.it/img/10236/or/msv3283mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-36-NERO;http://outlet.test3d0.it/img/9846/or/msv3283ne.jpg;36;MSV3283-36-NERO;c_36;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_red;NERO;11527;MSV3283-36-NERO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9849/or/msv3283ne-3.jpg;http://outlet.test3d0.it/img/9848/or/msv3283ne-2.jpg;http://outlet.test3d0.it/img/9847/or/msv3283ne-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-37-CUOIO;http://outlet.test3d0.it/img/10239/or/msv3283mar.jpg;37;MSV3283-37-CUOIO;c_37.5;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";CUOIO;CUOIO;11527;MSV3283-37-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10242/or/msv3283mar-3.jpg;http://outlet.test3d0.it/img/10241/or/msv3283mar-2.jpg;http://outlet.test3d0.it/img/10240/or/msv3283mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-37-NERO;http://outlet.test3d0.it/img/9850/or/msv3283ne.jpg;37;MSV3283-37-NERO;c_37.5;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_red;NERO;11527;MSV3283-37-NERO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9853/or/msv3283ne-3.jpg;http://outlet.test3d0.it/img/9852/or/msv3283ne-2.jpg;http://outlet.test3d0.it/img/9851/or/msv3283ne-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-38-CUOIO;http://outlet.test3d0.it/img/10243/or/msv3283mar.jpg;38;MSV3283-38-CUOIO;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";CUOIO;CUOIO;11527;MSV3283-38-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10246/or/msv3283mar-3.jpg;http://outlet.test3d0.it/img/10245/or/msv3283mar-2.jpg;http://outlet.test3d0.it/img/10244/or/msv3283mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-38-NERO;http://outlet.test3d0.it/img/9854/or/msv3283ne.jpg;38;MSV3283-38-NERO;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_red;NERO;11527;MSV3283-38-NERO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9857/or/msv3283ne-3.jpg;http://outlet.test3d0.it/img/9856/or/msv3283ne-2.jpg;http://outlet.test3d0.it/img/9855/or/msv3283ne-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-39-CUOIO;http://outlet.test3d0.it/img/10247/or/msv3283mar.jpg;39;MSV3283-39-CUOIO;c_17;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";CUOIO;CUOIO;11527;MSV3283-39-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10250/or/msv3283mar-3.jpg;http://outlet.test3d0.it/img/10249/or/msv3283mar-2.jpg;http://outlet.test3d0.it/img/10248/or/msv3283mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-39-NERO;http://outlet.test3d0.it/img/9858/or/msv3283ne.jpg;39;MSV3283-39-NERO;c_17;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";c_red;NERO;11527;MSV3283-39-NERO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9861/or/msv3283ne-3.jpg;http://outlet.test3d0.it/img/9860/or/msv3283ne-2.jpg;http://outlet.test3d0.it/img/9859/or/msv3283ne-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-40-CUOIO;http://outlet.test3d0.it/img/10251/or/msv3283mar.jpg;40;MSV3283-40-CUOIO;c_21;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";CUOIO;CUOIO;11527;MSV3283-40-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10254/or/msv3283mar-3.jpg;http://outlet.test3d0.it/img/10253/or/msv3283mar-2.jpg;http://outlet.test3d0.it/img/10252/or/msv3283mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3283-41-CUOIO;http://outlet.test3d0.it/img/10255/or/msv3283mar.jpg;41;MSV3283-41-CUOIO;c_19;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";CUOIO;CUOIO;11527;MSV3283-41-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/10258/or/msv3283mar-3.jpg;http://outlet.test3d0.it/img/10257/or/msv3283mar-2.jpg;http://outlet.test3d0.it/img/10256/or/msv3283mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-35-CUOIO;http://outlet.test3d0.it/img/9866/or/msv3284mar.jpg;35;MSV3284-35-CUOIO;c_35;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";MARRONE;MARRONE;11527;MSV3284-35-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9869/or/msv3284mar-3.jpg;http://outlet.test3d0.it/img/9868/or/msv3284mar-2.jpg;http://outlet.test3d0.it/img/9867/or/msv3284mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-35-ROSSO;http://outlet.test3d0.it/img/9870/or/msv3284ro.jpg;35;MSV3284-35-ROSSO;c_35;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3284-35-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9873/or/msv3284ro-3.jpg;http://outlet.test3d0.it/img/9872/or/msv3284ro-2.jpg;http://outlet.test3d0.it/img/9871/or/msv3284ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-36-CUOIO;http://outlet.test3d0.it/img/9874/or/msv3284mar.jpg;36;MSV3284-36-CUOIO;c_36;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";MARRONE;MARRONE;11527;MSV3284-36-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9877/or/msv3284mar-3.jpg;http://outlet.test3d0.it/img/9876/or/msv3284mar-2.jpg;http://outlet.test3d0.it/img/9875/or/msv3284mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-36-ROSSO;http://outlet.test3d0.it/img/9878/or/msv3284ro.jpg;36;MSV3284-36-ROSSO;c_36;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3284-36-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9881/or/msv3284ro-3.jpg;http://outlet.test3d0.it/img/9880/or/msv3284ro-2.jpg;http://outlet.test3d0.it/img/9879/or/msv3284ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-37-CUOIO;http://outlet.test3d0.it/img/9882/or/msv3284mar.jpg;37;MSV3284-37-CUOIO;c_37.5;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";MARRONE;MARRONE;11527;MSV3284-37-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9885/or/msv3284mar-3.jpg;http://outlet.test3d0.it/img/9884/or/msv3284mar-2.jpg;http://outlet.test3d0.it/img/9883/or/msv3284mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-38-CUOIO;http://outlet.test3d0.it/img/9886/or/msv3284mar.jpg;38;MSV3284-38-CUOIO;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";MARRONE;MARRONE;11527;MSV3284-38-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9889/or/msv3284mar-3.jpg;http://outlet.test3d0.it/img/9888/or/msv3284mar-2.jpg;http://outlet.test3d0.it/img/9887/or/msv3284mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-38-ROSSO;http://outlet.test3d0.it/img/9890/or/msv3284ro.jpg;38;MSV3284-38-ROSSO;c_38-2-3;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3284-38-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9893/or/msv3284ro-3.jpg;http://outlet.test3d0.it/img/9892/or/msv3284ro-2.jpg;http://outlet.test3d0.it/img/9891/or/msv3284ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-39-CUOIO;http://outlet.test3d0.it/img/9894/or/msv3284mar.jpg;39;MSV3284-39-CUOIO;c_17;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";MARRONE;MARRONE;11527;MSV3284-39-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9897/or/msv3284mar-3.jpg;http://outlet.test3d0.it/img/9896/or/msv3284mar-2.jpg;http://outlet.test3d0.it/img/9895/or/msv3284mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-39-ROSSO;http://outlet.test3d0.it/img/9898/or/msv3284ro.jpg;39;MSV3284-39-ROSSO;c_17;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3284-39-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9901/or/msv3284ro-3.jpg;http://outlet.test3d0.it/img/9900/or/msv3284ro-2.jpg;http://outlet.test3d0.it/img/9899/or/msv3284ro-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-40-CUOIO;http://outlet.test3d0.it/img/9906/or/msv3284mar.jpg;40;MSV3284-40-CUOIO;c_21;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";MARRONE;MARRONE;11527;MSV3284-40-CUOIO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9909/or/msv3284mar-3.jpg;http://outlet.test3d0.it/img/9908/or/msv3284mar-2.jpg;http://outlet.test3d0.it/img/9907/or/msv3284mar-1.jpg;;;;;;;;1
22;"un bel prodotto";59.78;MSV3284-40-ROSSO;http://outlet.test3d0.it/img/9910/or/msv3284ro.jpg;40;MSV3284-40-ROSSO;c_21;"Prezzo suggerito nei nostri negoz";"SANDALO DONNA";c_woman;"TACCO 7 CM";ROSSO;ROSSO;11527;MSV3284-40-ROSSO;"LE MATTO";;;;;;;;;;;;;;;;;http://outlet.test3d0.it/img/9913/or/msv3284ro-3.jpg;http://outlet.test3d0.it/img/9912/or/msv3284ro-2.jpg;http://outlet.test3d0.it/img/9911/or/msv3284ro-1.jpg;;;;;;;;1
