C01-EAN;C03-COM_REF;C04-PHYS_REF;C05-GLOBAL_BRAND;C06-COLOR;C07-NAME;C08-DESCRIPTION;C09-COMPOSITION_MATERIAL;C10-PRODUCT_DIMENSIONS;C16-PRODUCT_TEMPLATE;C17-GENDER;C18-SIZE;C19-SEC_ATT;C20-WEB_SIZE;C21-RRP_WO_VAT;C21-RRP_WITH_VAT;C22-IMAGE_1;C23-IMAGE_2;C24-IMAGE_3;C25-IMAGE_4;C26-IMAGE_5;"special price"
;126486-35-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;35;;;90;109.8;"/img/9484/or/SANDALO DONNA";"/img/9485/or/SANDALO DONNA";"/img/9486/or/SANDALO DONNA";;;45.018
;126486-36-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;36;;;90;109.8;"/img/9487/or/SANDALO DONNA";"/img/9488/or/SANDALO DONNA";"/img/9489/or/SANDALO DONNA";;;45.018
;126486-37-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;37;;;90;109.8;"/img/9490/or/SANDALO DONNA";"/img/9491/or/SANDALO DONNA";"/img/9492/or/SANDALO DONNA";;;45.018
;126486-38-AJR;;"LE MATTO";;"SANDALO DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;38;;;90;109.8;"/img/9986/or/SANDALO DONNA";"/img/9987/or/SANDALO DONNA";"/img/9988/or/SANDALO DONNA";;;45.018
;126486-38-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;38;;;90;109.8;"/img/9496/or/SANDALO DONNA";"/img/9497/or/SANDALO DONNA";"/img/9498/or/SANDALO DONNA";;;45.018
;126486-39-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;39;;;90;109.8;"/img/9499/or/SANDALO DONNA";"/img/9500/or/SANDALO DONNA";"/img/9501/or/SANDALO DONNA";;;45.018
;126486-40-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;40;;;90;109.8;"/img/9502/or/SANDALO DONNA";"/img/9503/or/SANDALO DONNA";"/img/9504/or/SANDALO DONNA";;;45.018
;126486-41-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;41;;;90;109.8;"/img/9505/or/SANDALO DONNA";"/img/9506/or/SANDALO DONNA";"/img/9507/or/SANDALO DONNA";;;45.018
;126497-35-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;35;;;90;109.8;;;;;;45.018
;126497-36-GIALLO;;"LE MATTO";GIALLO;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;36;;;90;109.8;"/img/9989/or/SANDALO DONNA";"/img/9990/or/SANDALO DONNA";;;;45.018
;126497-36-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;36;;;90;109.8;;;;;;45.018
;126497-37-GIALLO;;"LE MATTO";GIALLO;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;37;;;90;109.8;"/img/9991/or/SANDALO DONNA";"/img/9992/or/SANDALO DONNA";;;;45.018
;126497-37-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;37;;;90;109.8;;;;;;45.018
;126497-38-GIALLO;;"LE MATTO";GIALLO;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;38;;;90;109.8;"/img/9993/or/SANDALO DONNA";"/img/9994/or/SANDALO DONNA";;;;45.018
;126497-38-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;38;;;90;109.8;;;;;;45.018
;126497-39-GIALLO;;"LE MATTO";GIALLO;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;39;;;90;109.8;"/img/9995/or/SANDALO DONNA";"/img/9996/or/SANDALO DONNA";;;;45.018
;126497-39-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;39;;;90;109.8;;;;;;45.018
;126497-40-GIALLO;;"LE MATTO";GIALLO;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;40;;;90;109.8;"/img/9997/or/SANDALO DONNA";"/img/9998/or/SANDALO DONNA";;;;45.018
;126497-40-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;40;;;90;109.8;;;;;;45.018
;126497-41-GIALLO;;"LE MATTO";GIALLO;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;41;;;90;109.8;"/img/9999/or/SANDALO DONNA";"/img/10000/or/SANDALO DONNA";;;;45.018
;126497-41-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"PELLE MADE IN ITALY";;;WOMEN;41;;;90;109.8;;;;;;45.018
;126499-35-ABL;;LEMATTO;GIALLO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;35;;;90;109.8;;;;;;45.018
;126499-36-.OXX;;LEMATTO;AZZURRO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;36;;;90;109.8;;;;;;45.018
;126499-36-ABL;;LEMATTO;GIALLO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;36;;;90;109.8;;;;;;45.018
;126499-36-ROSSO;;LEMATTO;ROSSO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;36;;;90;109.8;"/img/10003/or/CHANEL DONNA";"/img/10004/or/CHANEL DONNA";"/img/10005/or/CHANEL DONNA";"/img/10006/or/CHANEL DONNA";;45.018
;126499-37-ABL;;LEMATTO;AZZURRO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;37;;;90;109.8;;;;;;45.018
;126499-37-ROSSO;;LEMATTO;ROSSO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;37;;;90;109.8;"/img/10007/or/CHANEL DONNA";"/img/10008/or/CHANEL DONNA";"/img/10009/or/CHANEL DONNA";"/img/10010/or/CHANEL DONNA";;45.018
;126499-38-ABL;;LEMATTO;GIALLO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;38;;;90;109.8;;;;;;45.018
;126499-38-OXX;;LEMATTO;AZZURRO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;38;;;90;109.8;;;;;;45.018
;126499-39-OXX;;LEMATTO;AZZURRO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;39;;;90;109.8;;;;;;45.018
;126499-39-ROSSO;;LEMATTO;ROSSO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;39;;;90;109.8;"/img/10011/or/CHANEL DONNA";"/img/10012/or/CHANEL DONNA";"/img/10013/or/CHANEL DONNA";"/img/10014/or/CHANEL DONNA";;45.018
;126499-40-ABL;;LEMATTO;GIALLO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;40;;;90;109.8;;;;;;45.018
;126499-40-OXX;;LEMATTO;AZZURRO;"CHANEL DONNA";;"TACCO 9 CM MADE IN ITALY";;;WOMEN;40;;;90;109.8;;;;;;45.018
;126501-35-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;35;;;90;109.8;"/img/10019/or/SANDALO DONNA";"/img/10020/or/SANDALO DONNA";"/img/10021/or/SANDALO DONNA";"/img/10022/or/SANDALO DONNA";;45.018
;126501-35-OQJ;;"LE MATTO";NUDE;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;35;;;90;109.8;;;;;;45.018
;126501-36-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;36;;;90;109.8;"/img/10023/or/SANDALO DONNA";"/img/10024/or/SANDALO DONNA";"/img/10025/or/SANDALO DONNA";"/img/10026/or/SANDALO DONNA";;45.018
;126501-36-OQJ;;"LE MATTO";NUDE;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;36;;;90;109.8;;;;;;45.018
;126501-37-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;37;;;90;109.8;"/img/10027/or/SANDALO DONNA";"/img/10028/or/SANDALO DONNA";"/img/10029/or/SANDALO DONNA";"/img/10030/or/SANDALO DONNA";;45.018
;126501-37-OQJ;;"LE MATTO";NUDE;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;37;;;90;109.8;;;;;;45.018
;126501-38-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;38;;;90;109.8;"/img/10031/or/SANDALO DONNA";"/img/10032/or/SANDALO DONNA";"/img/10033/or/SANDALO DONNA";"/img/10034/or/SANDALO DONNA";;45.018
;126501-39-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;39;;;90;109.8;"/img/10035/or/SANDALO DONNA";"/img/10036/or/SANDALO DONNA";"/img/10037/or/SANDALO DONNA";"/img/10038/or/SANDALO DONNA";;45.018
;126501-40-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;40;;;90;109.8;"/img/10039/or/SANDALO DONNA";"/img/10040/or/SANDALO DONNA";"/img/10041/or/SANDALO DONNA";"/img/10042/or/SANDALO DONNA";;45.018
;126501-41-NERO;;"LE MATTO";Nero;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;41;;;90;109.8;"/img/10043/or/SANDALO DONNA";"/img/10044/or/SANDALO DONNA";"/img/10045/or/SANDALO DONNA";"/img/10046/or/SANDALO DONNA";;45.018
;126501-41-OQJ;;"LE MATTO";NUDE;"SANDALO DONNA";;"TACCO 11 CM MADE IN ITALY";;;WOMEN;41;;;90;109.8;;;;;;45.018
;126503-35-NERO;;LEMATTO;Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;;WOMEN;38;;;90;109.8;"/img/10051/or/SANDALO DONNA CON ZEPPA";"/img/10052/or/SANDALO DONNA CON ZEPPA";"/img/10053/or/SANDALO DONNA CON ZEPPA";"/img/10054/or/SANDALO DONNA CON ZEPPA";;45.018
;126503-35NERO;;LEMATTO;Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;;WOMEN;35;;;90;109.8;"/img/10055/or/SANDALO DONNA CON ZEPPA";"/img/10056/or/SANDALO DONNA CON ZEPPA";"/img/10057/or/SANDALO DONNA CON ZEPPA";"/img/10058/or/SANDALO DONNA CON ZEPPA";;45.018
;126503-36-NERO;;LEMATTO;Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;;WOMEN;36;;;90;109.8;"/img/10063/or/SANDALO DONNA CON ZEPPA";"/img/10064/or/SANDALO DONNA CON ZEPPA";"/img/10065/or/SANDALO DONNA CON ZEPPA";"/img/10066/or/SANDALO DONNA CON ZEPPA";;45.018
;126503-37-NERO;;LEMATTO;Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;;WOMEN;37;;;90;109.8;"/img/10067/or/SANDALO DONNA CON ZEPPA";"/img/10068/or/SANDALO DONNA CON ZEPPA";"/img/10069/or/SANDALO DONNA CON ZEPPA";"/img/10070/or/SANDALO DONNA CON ZEPPA";;45.018
;126503-41NERO;;LEMATTO;Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 7 CM MADE IN ITALY";;;WOMEN;41;;;90;109.8;"/img/10071/or/SANDALO DONNA CON ZEPPA";"/img/10072/or/SANDALO DONNA CON ZEPPA";"/img/10073/or/SANDALO DONNA CON ZEPPA";"/img/10074/or/SANDALO DONNA CON ZEPPA";;45.018
;126609-35-GIALLO;;LEMATTO;GIALLO;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;35;;;90;109.8;/img/10138/or/n.jpg;/img/10139/or/n.jpg;/img/10140/or/n.jpg;;;45.018
;126609-35-NERO;;LEMATTO;Nero;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;35;;;90;109.8;/img/10079/or/n.jpg;/img/10080/or/n.jpg;/img/10081/or/n.jpg;/img/10082/or/n.jpg;;45.018
;126609-36-GIALLO;;LEMATTO;GIALLO;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;36;;;90;109.8;/img/10141/or/n.jpg;/img/10142/or/n.jpg;/img/10143/or/n.jpg;;;45.018
;126609-36-NERO;;LEMATTO;Nero;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;36;;;90;109.8;/img/10083/or/n.jpg;/img/10084/or/n.jpg;/img/10085/or/n.jpg;/img/10086/or/n.jpg;;45.018
;126609-37-GIALLO;;LEMATTO;GIALLO;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;37;;;90;109.8;/img/10144/or/n.jpg;/img/10145/or/n.jpg;/img/10146/or/n.jpg;;;45.018
;126609-37-NERO;;LEMATTO;Nero;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;37;;;90;109.8;/img/10087/or/n.jpg;/img/10088/or/n.jpg;/img/10089/or/n.jpg;/img/10090/or/n.jpg;;45.018
;126609-38-GIALLO;;LEMATTO;GIALLO;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;38;;;90;109.8;/img/10147/or/n.jpg;/img/10148/or/n.jpg;/img/10149/or/n.jpg;;;45.018
;126609-38-NERO;;LEMATTO;Nero;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;38;;;90;109.8;/img/10091/or/n.jpg;/img/10092/or/n.jpg;/img/10093/or/n.jpg;/img/10094/or/n.jpg;;45.018
;126609-39-GIALLO;;LEMATTO;GIALLO;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;39;;;90;109.8;/img/10150/or/n.jpg;/img/10151/or/n.jpg;/img/10152/or/n.jpg;;;45.018
;126609-39-NERO;;LEMATTO;Nero;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;39;;;90;109.8;/img/10095/or/n.jpg;/img/10096/or/n.jpg;/img/10097/or/n.jpg;/img/10098/or/n.jpg;;45.018
;126609-40-GIALLO;;LEMATTO;GIALLO;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;40;;;90;109.8;/img/10153/or/n.jpg;/img/10154/or/n.jpg;/img/10155/or/n.jpg;;;45.018
;126609-40-NERO;;LEMATTO;Nero;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;40;;;90;109.8;/img/10099/or/n.jpg;/img/10100/or/n.jpg;/img/10101/or/n.jpg;/img/10102/or/n.jpg;;45.018
;126609-41-GIALLO;;LEMATTO;GIALLO;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;41;;;90;109.8;/img/10156/or/n.jpg;/img/10157/or/n.jpg;/img/10158/or/n.jpg;;;45.018
;126609-41-NERO;;LEMATTO;Nero;;;"PLATEAU 3,5 CM TACC0 12 CM. MADE IN ITALY";;;WOMEN;41;;;90;109.8;/img/10103/or/n.jpg;/img/10104/or/n.jpg;/img/10105/or/n.jpg;/img/10106/or/n.jpg;;45.018
;126611-35-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;35;;;90;109.8;"/img/10159/or/SANDALO DONNA CON ZEPPA";"/img/10160/or/SANDALO DONNA CON ZEPPA";"/img/10161/or/SANDALO DONNA CON ZEPPA";"/img/10162/or/SANDALO DONNA CON ZEPPA";;45.018
;126611-35-NUDE;;"LE MATTO";NUDE;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;35;;;90;109.8;;;;;;45.018
;126611-36-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;36;;;90;109.8;"/img/10163/or/SANDALO DONNA CON ZEPPA";"/img/10164/or/SANDALO DONNA CON ZEPPA";"/img/10165/or/SANDALO DONNA CON ZEPPA";"/img/10166/or/SANDALO DONNA CON ZEPPA";;45.018
;126611-36-NUDE;;"LE MATTO";NUDE;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;36;;;90;109.8;;;;;;45.018
;126611-37-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;37;;;90;109.8;"/img/10167/or/SANDALO DONNA CON ZEPPA";"/img/10168/or/SANDALO DONNA CON ZEPPA";"/img/10169/or/SANDALO DONNA CON ZEPPA";"/img/10170/or/SANDALO DONNA CON ZEPPA";;45.018
;126611-37-NUDE;;"LE MATTO";NUDE;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;37;;;90;109.8;;;;;;45.018
;126611-38-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;38;;;90;109.8;"/img/10171/or/SANDALO DONNA CON ZEPPA";"/img/10172/or/SANDALO DONNA CON ZEPPA";"/img/10173/or/SANDALO DONNA CON ZEPPA";"/img/10174/or/SANDALO DONNA CON ZEPPA";;45.018
;126611-38-NUDE;;"LE MATTO";NUDE;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;38;;;90;109.8;;;;;;45.018
;126611-39-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;39;;;90;109.8;"/img/10175/or/SANDALO DONNA CON ZEPPA";"/img/10176/or/SANDALO DONNA CON ZEPPA";"/img/10177/or/SANDALO DONNA CON ZEPPA";"/img/10178/or/SANDALO DONNA CON ZEPPA";;45.018
;126611-39-NUDE;;"LE MATTO";NUDE;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;39;;;90;109.8;;;;;;45.018
;126611-40-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;40;;;90;109.8;"/img/10179/or/SANDALO DONNA CON ZEPPA";"/img/10180/or/SANDALO DONNA CON ZEPPA";"/img/10181/or/SANDALO DONNA CON ZEPPA";"/img/10182/or/SANDALO DONNA CON ZEPPA";;45.018
;126611-40-NUDE;;"LE MATTO";NUDE;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;40;;;90;109.8;;;;;;45.018
;126611-41-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;41;;;90;109.8;"/img/10183/or/SANDALO DONNA CON ZEPPA";"/img/10184/or/SANDALO DONNA CON ZEPPA";"/img/10185/or/SANDALO DONNA CON ZEPPA";"/img/10186/or/SANDALO DONNA CON ZEPPA";;45.018
;126611-41-NUDE;;"LE MATTO";NUDE;"SANDALO DONNA CON ZEPPA";;"TACCO 9 CM. PLATEAU 2,5 CM. MADE IN ITALY";;;WOMEN;41;;;90;109.8;;;;;;45.018
;4324-35-PORPORA;;LEMATTO;ROSSO;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;35;;;89;108.58;"/img/9511/or/SANDALO ELASTICO DONNA";"/img/9512/or/SANDALO ELASTICO DONNA";"/img/9513/or/SANDALO ELASTICO DONNA";"/img/9514/or/SANDALO ELASTICO DONNA";;55.3758
;4324-36-PORPORA;;LEMATTO;ROSSO;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;36;;;89;108.58;"/img/9515/or/SANDALO ELASTICO DONNA";"/img/9516/or/SANDALO ELASTICO DONNA";"/img/9517/or/SANDALO ELASTICO DONNA";"/img/9518/or/SANDALO ELASTICO DONNA";;55.3758
;4324-37-PORPORA;;LEMATTO;ROSSO;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;37;;;89;108.58;"/img/9519/or/SANDALO ELASTICO DONNA";"/img/9520/or/SANDALO ELASTICO DONNA";"/img/9521/or/SANDALO ELASTICO DONNA";"/img/9522/or/SANDALO ELASTICO DONNA";;55.3758
;4324-38-PORPORA;;LEMATTO;ROSSO;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;38;;;89;108.58;"/img/9523/or/SANDALO ELASTICO DONNA";"/img/9524/or/SANDALO ELASTICO DONNA";"/img/9525/or/SANDALO ELASTICO DONNA";"/img/9526/or/SANDALO ELASTICO DONNA";;55.3758
;4324-39-PORPORA;;LEMATTO;ROSSO;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;39;;;89;108.58;"/img/9527/or/SANDALO ELASTICO DONNA";"/img/9528/or/SANDALO ELASTICO DONNA";"/img/9529/or/SANDALO ELASTICO DONNA";"/img/9530/or/SANDALO ELASTICO DONNA";;55.3758
;4324-40-PORPORA;;LEMATTO;ROSSO;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;40;;;89;108.58;"/img/9531/or/SANDALO ELASTICO DONNA";"/img/9532/or/SANDALO ELASTICO DONNA";"/img/9533/or/SANDALO ELASTICO DONNA";"/img/9534/or/SANDALO ELASTICO DONNA";;55.3758
;4324-41-PORPORA;;LEMATTO;ROSSO;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;41;;;89;108.58;"/img/9535/or/SANDALO ELASTICO DONNA";"/img/9536/or/SANDALO ELASTICO DONNA";"/img/9537/or/SANDALO ELASTICO DONNA";"/img/9538/or/SANDALO ELASTICO DONNA";;55.3758
;4324Z-36-BLU-BEIGE-ROSSO;;LEMATTO;BLU;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;36;;;89;108.58;"/img/9543/or/SANDALO ELASTICO DONNA";"/img/9544/or/SANDALO ELASTICO DONNA";"/img/9545/or/SANDALO ELASTICO DONNA";"/img/9546/or/SANDALO ELASTICO DONNA";;55.3758
;4324Z-37-BLU-BEIGE-ROSSO;;LEMATTO;BLU;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;37;;;89;108.58;"/img/9547/or/SANDALO ELASTICO DONNA";"/img/9548/or/SANDALO ELASTICO DONNA";"/img/9549/or/SANDALO ELASTICO DONNA";"/img/9550/or/SANDALO ELASTICO DONNA";;55.3758
;4324Z-39-BLU-BEIGE-ROSSO;;LEMATTO;BLU;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;39;;;89;108.58;"/img/9551/or/SANDALO ELASTICO DONNA";"/img/9552/or/SANDALO ELASTICO DONNA";"/img/9553/or/SANDALO ELASTICO DONNA";"/img/9554/or/SANDALO ELASTICO DONNA";;55.3758
;4324Z-40-BLU-BEIGE-ROSSO;;LEMATTO;BLU;"SANDALO ELASTICO DONNA";;"ZEPPA 5 CM MADE IN ITALY";;;WOMEN;40;;;89;108.58;"/img/9555/or/SANDALO ELASTICO DONNA";"/img/9556/or/SANDALO ELASTICO DONNA";"/img/9557/or/SANDALO ELASTICO DONNA";"/img/9558/or/SANDALO ELASTICO DONNA";;55.3758
;4392-35-NUDE;;"LE MATTO";NUDE;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;;WOMEN;35;;;69;84.18;"/img/9563/or/CIABATTA DONNA";"/img/9564/or/CIABATTA DONNA";"/img/9565/or/CIABATTA DONNA";"/img/9566/or/CIABATTA DONNA";;42.9318
;4392-36-NUDE;;"LE MATTO";NUDE;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;;WOMEN;36;;;70;85.4;"/img/10111/or/CIABATTA DONNA";"/img/10112/or/CIABATTA DONNA";;;;43.554
;4392-37-NUDE;;"LE MATTO";NUDE;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;;WOMEN;37;;;71;86.62;"/img/10113/or/CIABATTA DONNA";"/img/10114/or/CIABATTA DONNA";;;;44.1762
;4392-38-NUDE;;"LE MATTO";NUDE;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;;WOMEN;38;;;72;87.84;"/img/10115/or/CIABATTA DONNA";"/img/10116/or/CIABATTA DONNA";;;;44.7984
;4392-39-NUDE;;"LE MATTO";NUDE;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;;WOMEN;39;;;73;89.06;"/img/10117/or/CIABATTA DONNA";"/img/10118/or/CIABATTA DONNA";;;;45.4206
;4392-40-NUDE;;"LE MATTO";NUDE;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;;WOMEN;40;;;74;90.28;"/img/10119/or/CIABATTA DONNA";"/img/10120/or/CIABATTA DONNA";;;;46.0428
;4392-41-NUDE;;"LE MATTO";NUDE;"CIABATTA DONNA";;"ZEPPA 4 CM MADE IN ITALY";;;WOMEN;41;;;75;91.5;"/img/10121/or/CIABATTA DONNA";"/img/10122/or/CIABATTA DONNA";;;;46.665
;4540-35-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;35;;;89;108.58;"/img/9571/or/SANDALO DONNA CON ZEPPA";"/img/9572/or/SANDALO DONNA CON ZEPPA";"/img/9573/or/SANDALO DONNA CON ZEPPA";"/img/9574/or/SANDALO DONNA CON ZEPPA";;55.3758
;4540-35-TAN;;"LE MATTO";MARRONE;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;35;;;89;108.58;;;;;;55.3758
;4540-36-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;36;;;89;108.58;"/img/9575/or/SANDALO DONNA CON ZEPPA";"/img/9576/or/SANDALO DONNA CON ZEPPA";"/img/9577/or/SANDALO DONNA CON ZEPPA";"/img/9578/or/SANDALO DONNA CON ZEPPA";;55.3758
;4540-37-NERO;;"LE MATTO";Nero;"SANDALO DONNA CON ZEPPA";;"ZEPPA 3 CM MADE IN ITALY";;;WOMEN;37;;;89;108.58;"/img/9579/or/SANDALO DONNA CON ZEPPA";"/img/9580/or/SANDALO DONNA CON ZEPPA";"/img/9581/or/SANDALO DONNA CON ZEPPA";"/img/9582/or/SANDALO DONNA CON ZEPPA";;55.3758
